testovanie	36.9103333333
meeting	18.16075
snimac	13.4753333333
kalibracia	13.2244166667
sentinel	11.7361666667
jaro	11.271125
mail	10.5637083333
vyhodnotenie	10.2069583333
diskusia	10.1132083333
priprava	9.29454166667
tomas	8.83925
nastavenie	8.229625
peto	8.18902083333
citanie	8.1125
andis	5.74658333333
vyrobe	5.71458333333
foi	5.71458333333
update	5.64266666667
ulohy	5.21227083333
lynda	5.10389583333
specka	5.03541666667
msproject	4.86041666667
merani	3.89375
gsm	3.75
strain	3.6736875
skolenie	3.60625
instalacia	3.5753125
doplnenie	3.40314583333
check	3.07835416667
repair	3.07291666667
risk	2.74375
udajov	2.72977083333
marek	2.6805625
kontrola	2.49958333333
koncepty	2.4995
s-line	2.49939583333
organizacia	2.454625
studium	2.45285416667
gabo	2.2919375
konfiguracia	2.24989583333
management	2.1455625
trl	2.13541666667
telefonat	2.11439583333
reportu	2.0963125
analyza	2.05947916667
ms-03	2.04629166667
prerobenie	1.8986875
plevi	1.866125
suboru	1.8643125
edo	1.84885416667
nastavenia	1.84839583333
project	1.83514583333
report	1.83472916667
prvych	1.8125
scan	1.79889583333
zasadacka	1.70208333333
vyjazd	1.60625
brano	1.57916666667
fitovania	1.56041666667
monitoring	1.5585
manualu	1.54791666667
postupne	1.525
makro	1.51745833333
podbiel	1.51458333333
prezentacie	1.47291666667
vytvorenie	1.464125
stress	1.39375
hilko	1.38252083333
sablony	1.3540625
plan	1.35354166667
teplotne	1.34364583333
avago	1.34233333333
itr	1.33541666667
400	1.33541666667
od	1.30939583333
materialov	1.30004166667
poziadaviek	1.29791666667
podla	1.29791666667
mato	1.28477083333
instalacna	1.28125
debrecen	1.28125
skrina	1.28125
vdv	1.21716666667
phone	1.19227083333
odstranenie	1.18541666667
nova	1.17083333333
vypocet	1.16666666667
listov	1.1481875
ado	1.10575
najst	1.10416666667
bridge	1.08125
introduction	1.06252083333
benthuizen	1.05122916667
poppi	1.03333333333
brainstorming	1.02964583333
monitorovanie	1.02916666667
mostov	1.02916666667
depolarizatora	1.02708333333
depolarizacie	1.00833333333
piezometer	0.983333333333
novy	0.981
polarizatora	0.966666666667
konficguracia	0.960416666667
tesovanie	0.958333333333
potroka	0.958333333333
conference	0.95625
zoznamu	0.9475625
vyhody	0.908333333333
aplikacie	0.895791666667
uprava	0.877729166667
switchu	0.847916666667
studio	0.829166666667
visual	0.829166666667
manual	0.822916666667
chovan	0.816666666667
ilc	0.816666666667
import	0.814625
dat	0.814583333333
vzorky	0.7965
cell	0.772875
andisu	0.772625
peakov	0.76875
export	0.767020833333
load	0.7625
tomasovych	0.7625
riskov	0.760416666667
vs	0.758333333333
prerabka	0.754166666667
definicie	0.752083333333
spravne	0.752083333333
tpl	0.739583333333
uml	0.723916666667
aktualny	0.718145833333
definicia	0.7025625
spectrum	0.702083333333
research	0.690395833333
setup	0.678979166667
vzorec	0.673645833333
dohodnut	0.66875
voa2	0.666666666667
scrambler	0.663895833333
listy	0.6631875
search	0.6625
sw	0.661291666667
publikacie	0.660416666667
sercalo	0.658333333333
sieti	0.658333333333
softu	0.65625
devrez	0.652354166667
laser	0.647916666667
preliminary	0.645833333333
managing	0.6375
problem	0.637083333333
stary	0.635458333333
most	0.635458333333
kurzy	0.635416666667
notebooku	0.635416666667
udpdate	0.635416666667
linux	0.635416666667
nulovanie	0.635416666667
fos	0.633333333333
informacii	0.629229166667
wave	0.622333333333
illumisense	0.622333333333
hruby	0.620833333333
modbus	0.612708333333
microsoft	0.608333333333
advanced	0.608333333333
porovnanie	0.60625
dynamicke	0.604166666667
rozpis	0.597916666667
bending	0.597916666667
fft	0.594583333333
hotovych	0.583333333333
total	0.574958333333
soil	0.574958333333
programovanie	0.572916666667
zapojenie	0.566666666667
transducerov	0.5625
vyrvorenie	0.55625
kategorii	0.55625
textu	0.55
tvorba	0.55
rekonfiguracia	0.5418125
splitter	0.5375
vymazanie	0.5269375
meranie	0.523375
vyroba	0.521895833333
esiris	0.520833333333
dokumentov	0.517020833333
oprava	0.516666666667
kusov	0.514583333333
vstupna	0.5125
linewidth	0.5125
length	0.5125
coherence	0.5125
moi	0.510416666667
vyvoj	0.50625
ms-01	0.4965
hbm	0.495833333333
sjf	0.489583333333
excelu	0.489583333333
zadanie	0.48875
vyvoja	0.483333333333
diagram	0.483333333333
opakovane	0.483333333333
example	0.475
popis	0.475
probl	0.475
materialy	0.475
vzoriek	0.472291666667
margarethe	0.469958333333
suborov	0.46875
casov	0.467708333333
logovania	0.464645833333
serial	0.460416666667
paralell	0.460416666667
riesenie	0.457395833333
experimental	0.44375
analysis	0.44375
nastaveni	0.437541666667
datasheet	0.436770833333
protokolu	0.435416666667
komunikacneho	0.435416666667
komunikacia	0.429791666667
comp	0.429333333333
dokument	0.429166666667
1667	0.420833333333
den	0.420833333333
helder	0.420833333333
predlzenia	0.420833333333
tunnel	0.41875
definicneho	0.416666666667
vysledkov	0.4129375
ohladom	0.4129375
prvy	0.410416666667
tyzden	0.410416666667
voa0	0.409958333333
ustalenie	0.404166666667
marekov	0.404166666667
dlhe	0.404166666667
problemy	0.4034375
